,_id,animalSettlement,caravanaNumber,animalType,weight,birthDay,breed,isPregmant,dateOfBirth,observations,createdAt,updatedAt,__v,animalTags,animalSenasa
0,62d6e9920408c608acb6fdd0,[ObjectId('620e6e5e60543d0026a01f0e')],CAR9,VACA,500.0,2022-07-18 00:00:00.000,SIMBRAH,False,,,2022-07-19 17:27:46.820,2023-02-10 18:40:12.193,0,['VIEJA'],
1,62d6e9d30408c608acb6fe08,[ObjectId('620e6e5e60543d0026a01f0e')],CAR71,NOVILLO,234.0,2022-07-18 00:00:00.000,SIMBRAH,False,,,2022-07-19 17:28:51.345,2022-11-25 02:11:05.689,0,['PARICION'],
2,62d98db9a30a66002645c287,[ObjectId('620e6e5e60543d0026a01f0e')],CAR52,VACA,155.0,2022-07-18 00:00:00.000,BRANGUS,False,,,2022-07-21 17:32:41.363,2022-07-21 17:32:41.363,0,,
3,62d99045a30a66002645c384,[ObjectId('620e6e5e60543d0026a01f0e')],CAR169,TERNERO,73.0,2022-07-18 00:00:00.000,INDUSIN,False,,,2022-07-21 17:43:33.443,2022-07-21 17:43:33.443,0,,
4,62d9a88c0223ce002612afed,[ObjectId('620e6e5e60543d0026a01f0e')],CAR19,TERNERO,45.0,2022-03-25 00:00:00.000,BRAFORD,False,,,2022-07-21 19:27:08.791,2022-12-06 14:08:45.687,0,[],
5,62d9a8ee0223ce002612b023,[ObjectId('620e6e5e60543d0026a01f0e')],CAR135,NOVILLO,129.0,2022-03-25 00:00:00.000,BRAFORD,False,,,2022-07-21 19:28:46.345,2022-07-21 19:28:46.345,0,,
6,62d9aa800223ce002612b336,[ObjectId('620e6e5e60543d0026a01f0e')],CAR81,NOVILLO,55.0,2022-03-25 00:00:00.000,HEREFORD,False,,,2022-07-21 19:35:28.945,2022-07-21 19:35:28.945,0,,
7,62d9ac5d0223ce002612b400,[ObjectId('620e6e5e60543d0026a01f0e')],CAR119,VACA,155.0,2022-07-18 00:00:00.000,CHARBRAY,False,,,2022-07-21 19:43:25.703,2022-07-21 19:43:25.703,0,,
8,62d9acb50223ce002612b438,[ObjectId('620e6e5e60543d0026a01f0e')],CAR59,TERNERO,48.0,2022-03-25 00:00:00.000,POLLED HEREFORD,False,,,2022-07-21 19:44:53.252,2022-07-21 19:44:53.252,0,,
9,62d9ad220223ce002612b474,[ObjectId('620e6e5e60543d0026a01f0e')],CAR11,TERNERO,66.0,2022-07-18 00:00:00.000,ABERDEEN ANGUS,False,,,2022-07-21 19:46:42.277,2023-01-04 19:37:27.977,0,[],
10,62d9ae270223ce002612b57e,[ObjectId('620e6e5e60543d0026a01f0e')],CAR82,NOVILLO,155.0,2022-07-18 00:00:00.000,PIAMONTESA,False,,,2022-07-21 19:51:03.780,2022-07-21 19:51:03.780,0,,
11,62de77333c3f510026f2564a,[ObjectId('620e6e5e60543d0026a01f0e')],CAR67,NOVILLO,167.0,2022-03-25 00:00:00.000,RETINTA,False,,,2022-07-25 10:57:55.573,2022-07-25 10:57:55.573,0,,
12,62d6ea330408c608acb6fe4e,[ObjectId('620e6e5e60543d0026a01f0e')],CAR26,NOVILLO,231.0,2022-08-26 00:00:00.000,INDUSIN,False,,,2022-07-19 17:30:27.339,2022-08-26 21:33:37.546,0,,
13,62d98f17a30a66002645c2ff,[ObjectId('620e6e5e60543d0026a01f0e')],CAR5,NOVILLO,166.0,2022-07-18 00:00:00.000,LIMOUSIN,False,,,2022-07-21 17:38:31.059,2022-11-29 14:11:35.813,0,[],
14,62d990a8a30a66002645c3c1,[ObjectId('620e6e5e60543d0026a01f0e')],CAR39,NOVILLO,148.0,2022-07-18 00:00:00.000,POLLED HEREFORD,False,,,2022-07-21 17:45:12.334,2022-07-21 17:45:12.334,0,,
15,62d9948ba30a66002645c480,[ObjectId('620e6e5e60543d0026a01f0e')],CAR103,VACA,153.0,2022-07-18 00:00:00.000,BRANGUS,False,,,2022-07-21 18:01:47.052,2022-07-21 18:01:47.052,0,,
